ImageUniqueID,xmin,ymin,xmax,ymax
2874307431-289235,0.058036,0.343750,0.714286,0.995536
2964218412-369255,0.062500,0.299107,0.723214,0.839286
2238556185-181185,0.178571,0.111607,0.857143,0.834821
2984627398-72863,0.151786,0.241071,0.651786,0.861607
2238212325-158783,0.241071,0.089286,0.687500,0.629464
2427871799-121227,0.263393,0.236607,0.866071,0.808036
2421821413-44706,0.267857,0.058036,0.665179,0.531250
2238528331-249576,0.138393,0.022321,0.678571,0.968750
2238149822-305388,0.214286,0.187500,0.812500,0.924107
2238505860-171944,0.035714,0.107143,0.776786,0.964286
2238400354-89127,0.285714,0.129464,0.794643,0.683036
2238279001-233830,0.147321,0.343750,0.638393,0.941964
2238430359-90232,0.071429,0.107143,0.540179,0.897321
2421822337-342635,0.147321,0.285714,0.857143,0.808036
2238218640-159243,0.401786,0.133929,0.750000,0.638393
2821601323-60421,0.035714,0.303571,0.575893,0.808036
2981231311-294702,0.129464,0.281250,0.714286,0.669643
2512875967-350164,0.040179,0.169643,0.723214,0.941964
2427873380-195680,0.299107,0.209821,0.754464,0.816964
2804910328-58958,0.160714,0.125000,0.678571,0.892857
2874305452-364121,0.107143,0.383929,0.763393,0.995536
2413148150-192032,0.232143,0.196429,0.825893,0.665179
2238587434-113507,0.107143,0.281250,0.843750,0.763393
2238377220-162270,0.133929,0.303571,0.839286,0.758929
2862687407-360827,0.392857,0.093750,0.674107,0.700893
2898636463-69168,0.455357,0.214286,0.691964,0.593750
2238500769-97011,0.160714,0.214286,0.995536,0.834821
2868476304-138896,0.263393,0.151786,0.816964,0.843750
2251781149-114673,0.196429,0.156250,0.825893,0.785714
2821592323-60230,0.267857,0.191964,0.897321,0.933036
2452380844-125217,0.281250,0.263393,0.812500,0.964286
2458347270-199699,0.035714,0.160714,0.625000,0.575893
2238580101-260061,0.379464,0.049107,0.607143,0.834821
2575120290-204199,0.187500,0.196429,0.656250,0.821429
2238564917-332351,0.102679,0.156250,0.602679,0.607143
2238471021-240885,0.428571,0.191964,0.870536,0.696429
2238574609-110769,0.205357,0.120536,0.575893,0.785714
2332527772-339644,0.218750,0.410714,0.678571,0.781250
2465026061-274448,0.272321,0.316964,0.839286,0.839286
2984633314-146779,0.303571,0.174107,0.750000,0.709821
2238501661-245295,0.312500,0.294643,0.633929,0.910714
2821587367-358113,0.093750,0.071429,0.540179,0.683036
2351006758-42309,0.361607,0.200893,0.696429,0.799107
2868488467-363724,0.098214,0.343750,0.799107,0.736607
2818075322-357941,0.089286,0.299107,0.825893,0.776786
2238188211-231754,0.209821,0.142857,0.897321,0.937500
2238347545-160955,0.178571,0.138393,0.982143,0.968750
2237958971-226917,0.133929,0.107143,0.763393,0.665179
2417207619-118817,0.290179,0.165179,0.750000,0.665179
2868469470-212849,0.267857,0.183036,0.763393,0.808036
2248039294-114385,0.321429,0.075893,0.816964,0.772321
2862689414-137013,0.196429,0.111607,0.750000,0.758929
2816364318-59555,0.232143,0.214286,0.767857,0.825893
2238452380-165661,0.232143,0.129464,0.861607,0.852679
2417207211-266913,0.285714,0.089286,0.625000,0.995536
2238562995-182603,0.218750,0.258929,0.821429,0.799107
2238469970-166770,0.285714,0.200893,0.709821,0.638393
2981242377-370171,0.290179,0.218750,0.625000,0.696429
2382322354-117183,0.294643,0.245536,0.642857,0.593750
2413147730-191945,0.133929,0.169643,0.816964,0.843750
2238456144-91558,0.129464,0.187500,0.620536,0.709821
2238499758-22855,0.169643,0.147321,0.763393,0.821429
2864912429-138305,0.218750,0.187500,0.678571,0.691964
2862696464-137339,0.214286,0.089286,0.616071,0.906250
2238589452-336966,0.241071,0.053571,0.892857,0.870536
2238214179-84827,0.133929,0.151786,0.727679,0.825893
2989727377-372120,0.258929,0.294643,0.741071,0.883929
2265771691-262866,0.102679,0.241071,0.741071,0.937500
2874310457-364422,0.321429,0.339286,0.656250,0.705357
2238563414-108612,0.165179,0.236607,0.883929,0.602679
2446760017-347212,0.250000,0.232143,0.584821,0.647321
2238591439-113810,0.263393,0.366071,0.834821,0.745536
2238284261-233854,0.330357,0.294643,0.901786,0.834821
2898620460-216651,0.080357,0.258929,0.879464,0.839286
2238535521-251225,0.053571,0.232143,0.638393,0.816964
2238381898-14102,0.254464,0.138393,0.910714,0.861607
2238452073-17185,0.142857,0.245536,0.821429,0.535714
2238393078-14659,0.169643,0.294643,0.683036,0.982143
2382324409-117266,0.071429,0.209821,0.928571,0.727679
2238511173-24723,0.151786,0.044643,0.843750,0.727679
2458347262-348913,0.035714,0.044643,0.718750,0.848214
2332528983-42179,0.245536,0.125000,0.781250,0.803571
2989715330-221636,0.191964,0.160714,0.821429,0.611607
2238187117-306966,0.250000,0.232143,0.714286,0.790179
2898635308-69080,0.392857,0.089286,0.683036,0.794643
2238523361-248681,0.254464,0.330357,0.700893,0.754464
2238196345-158075,0.321429,0.218750,0.901786,0.830357
2238464654-91933,0.205357,0.178571,0.754464,0.830357
2804903321-281746,0.245536,0.120536,0.785714,0.736607
2237957919-78894,0.276786,0.129464,0.785714,0.910714
2238498011-244673,0.218750,0.205357,0.848214,0.964286
2862688332-360854,0.160714,0.218750,0.602679,0.714286
2238508973-24379,0.205357,0.200893,0.910714,0.866071
2237959906-226986,0.187500,0.299107,0.892857,0.754464
2874306330-214445,0.281250,0.017857,0.607143,0.575893
2413150062-341712,0.299107,0.183036,0.625000,0.669643
2294395143-41355,0.196429,0.107143,0.741071,0.946429
2238341898-12239,0.133929,0.392857,0.700893,0.763393
2237915064-77324,0.098214,0.107143,0.946429,0.727679
2238380104-88248,0.116071,0.281250,0.852679,0.848214
2862700427-361398,0.272321,0.165179,0.678571,0.709821
2238554742-330206,0.272321,0.156250,0.937500,0.723214
2986400364-146881,0.285714,0.464286,0.866071,0.897321
2238221319-85403,0.334821,0.071429,0.785714,0.799107
2430666833-48428,0.098214,0.169643,0.933036,0.794643
2986446345-221439,0.232143,0.343750,0.580357,0.995536
2382324669-117325,0.428571,0.062500,0.964286,0.924107
2238559130-181870,0.133929,0.089286,0.870536,0.959821
2821600301-283382,0.325893,0.232143,0.959821,0.616071
2238440906-239062,0.000000,0.017857,0.732143,0.790179
2238471500-166957,0.343750,0.160714,0.754464,0.718750
2238146811-229920,0.138393,0.174107,0.642857,0.714286
2238551463-31903,0.031250,0.107143,0.678571,0.995536
2238560670-182197,0.241071,0.160714,0.727679,0.781250
2868487494-139589,0.191964,0.205357,0.790179,0.727679
2237943252-301406,0.258929,0.125000,0.732143,0.696429
2804914309-133178,0.285714,0.165179,0.683036,0.754464
2237959142-302134,0.250000,0.062500,0.799107,0.879464
2248039533-40033,0.330357,0.107143,0.933036,0.709821
2238432048-16146,0.223214,0.370536,0.941964,0.736607
2238497436-244590,0.343750,0.125000,0.750000,0.705357
2238357017-310769,0.241071,0.196429,0.709821,0.517857
2237938265-151851,0.138393,0.044643,0.776786,0.772321
2427872814-121497,0.325893,0.196429,0.741071,0.941964
2238590545-187734,0.299107,0.299107,0.790179,0.700893
2238344262-310050,0.160714,0.281250,0.834821,0.839286
2883254489-140947,0.303571,0.339286,0.696429,0.727679
2269197462-338264,0.125000,0.303571,0.928571,0.647321
2238577766-259509,0.339286,0.102679,0.647321,0.678571
2238183402-306748,0.392857,0.120536,0.745536,0.589286
2238361483-13315,0.348214,0.075893,0.892857,0.816964
2413148373-43649,0.241071,0.187500,0.794643,0.651786
2238356503-13037,0.308036,0.138393,0.857143,0.790179
2238522859-100476,0.236607,0.049107,0.598214,0.758929
2238504830-171796,0.200893,0.089286,0.995536,0.607143
2382323392-340545,0.348214,0.348214,0.758929,0.723214
2238385933-14317,0.165179,0.080357,0.750000,0.883929
2238561167-331630,0.223214,0.035714,0.861607,0.776786
2238435629-90469,0.232143,0.312500,0.642857,0.821429
2901933387-367212,0.040179,0.183036,0.656250,0.669643
2862689414-137014,0.263393,0.196429,0.794643,0.924107
2238210015-158608,0.160714,0.062500,0.883929,0.473214
2818070343-59887,0.125000,0.250000,0.808036,0.714286
2424125401-268509,0.410714,0.263393,0.790179,0.843750
2331570863-41659,0.125000,0.294643,0.696429,0.683036
2238513042-322539,0.089286,0.196429,0.785714,0.968750
2237965646-227363,0.107143,0.281250,0.696429,0.799107
2427872224-121338,0.138393,0.165179,0.946429,0.540179
2868476519-138948,0.352679,0.357143,0.723214,0.691964
2238123570-154585,0.058036,0.160714,0.919643,0.718750
2238514662-322779,0.026786,0.294643,0.870536,0.897321
2424124268-45846,0.107143,0.160714,0.915179,0.754464
2425494222-344140,0.232143,0.330357,0.781250,0.857143
2238507904-98162,0.267857,0.312500,0.607143,0.767857
2425496035-195225,0.321429,0.147321,0.763393,0.508929
2427871946-269377,0.410714,0.410714,0.964286,0.906250
2238218000-159177,0.263393,0.232143,0.705357,0.754464
2238456019-91550,0.383929,0.241071,0.763393,0.875000
2238496957-319846,0.071429,0.281250,0.919643,0.883929
2883265342-365667,0.357143,0.066964,0.875000,0.897321
2237965721-227374,0.267857,0.102679,0.718750,0.790179
2864909348-64157,0.102679,0.049107,0.566964,0.870536
2901943448-70017,0.107143,0.214286,0.816964,0.674107
2542590675-201898,0.053571,0.375000,0.750000,0.870536
2303159240-189791,0.218750,0.044643,0.785714,0.995536
2804915323-59012,0.241071,0.160714,0.897321,0.933036
2238574007-333995,0.401786,0.129464,0.741071,0.741071
2238557830-181574,0.258929,0.196429,0.852679,0.758929
2238470538-18337,0.232143,0.334821,0.785714,0.767857
2864898429-137729,0.223214,0.102679,0.915179,0.669643
2238424898-15840,0.303571,0.125000,0.866071,0.875000
2862701336-286440,0.151786,0.276786,0.629464,0.741071
2238526864-101199,0.236607,0.111607,0.875000,0.732143
2898617398-68254,0.294643,0.098214,0.651786,0.683036
2382319303-42622,0.294643,0.361607,0.821429,0.772321
2851425335-209826,0.089286,0.200893,0.892857,0.848214
2238147470-155819,0.223214,0.151786,0.593750,0.589286
2382323452-340554,0.294643,0.138393,0.642857,0.732143
2862684345-211071,0.299107,0.312500,0.732143,0.821429
2816359342-357456,0.370536,0.178571,0.785714,0.593750
2237963468-4841,0.200893,0.111607,0.714286,0.772321
2449443563-50187,0.160714,0.111607,0.754464,0.589286
2238070148-5756,0.241071,0.183036,0.767857,0.825893
2425493079-120610,0.035714,0.044643,0.535714,0.593750
2238563669-108657,0.232143,0.245536,0.875000,0.678571
2238568405-183554,0.214286,0.125000,0.821429,0.709821
2883270467-366076,0.441964,0.232143,0.767857,0.995536
2994393333-74388,0.316964,0.191964,0.901786,0.830357
2351006758-42308,0.383929,0.160714,0.727679,0.772321
2238500886-245167,0.196429,0.178571,0.839286,0.892857
2238572021-258124,0.107143,0.258929,0.714286,0.665179
2238495139-96029,0.232143,0.165179,0.651786,0.866071
2238308247-309202,0.321429,0.089286,0.669643,0.674107
2427873942-345094,0.209821,0.098214,0.857143,0.718750
2237963827-302435,0.250000,0.133929,0.825893,0.803571
2383042705-191665,0.053571,0.174107,0.736607,0.852679
2238583485-186804,0.263393,0.415179,0.875000,0.870536
2238511899-98827,0.267857,0.366071,0.736607,0.745536
2238574619-110773,0.022321,0.120536,0.901786,0.803571
2238085767-303384,0.241071,0.160714,0.741071,0.924107
2425495040-195044,0.339286,0.098214,0.941964,0.575893
2864914364-138398,0.348214,0.013393,0.714286,0.656250
2238095926-228485,0.071429,0.236607,0.906250,0.553571
2562048845-203162,0.357143,0.187500,0.825893,0.665179
2238473815-167249,0.156250,0.254464,0.852679,0.754464
2332527484-116221,0.321429,0.156250,0.883929,0.629464
2868471484-138659,0.191964,0.205357,0.611607,0.892857
2898619420-216598,0.125000,0.165179,0.883929,0.991071
2864907311-287047,0.196429,0.183036,0.785714,0.825893
2238504917-321120,0.156250,0.366071,0.696429,0.758929
2238565965-183131,0.093750,0.066964,0.535714,0.995536
2238152548-7965,0.205357,0.294643,0.799107,0.946429
2269197319-114924,0.214286,0.299107,0.812500,0.816964
2238496451-244390,0.017857,0.468750,0.830357,0.799107
2238584910-187120,0.138393,0.098214,0.808036,0.910714
2332528126-264589,0.125000,0.084821,0.986607,0.799107
2238511899-98826,0.138393,0.263393,0.589286,0.678571
2332528908-42163,0.370536,0.241071,0.732143,0.799107
2332527673-41902,0.281250,0.250000,0.830357,0.848214
2238555579-106858,0.267857,0.107143,0.607143,0.750000
2238523591-248715,0.125000,0.299107,0.674107,0.986607
2238336266-234482,0.250000,0.223214,0.763393,0.553571
2238156395-156302,0.093750,0.325893,0.718750,0.892857
2238500846-245165,0.276786,0.209821,0.741071,0.691964
2238438425-164865,0.111607,0.138393,0.857143,0.602679
2238471212-316233,0.339286,0.133929,0.584821,0.700893
2620439303-57820,0.361607,0.343750,0.799107,0.816964
2901943474-143810,0.147321,0.133929,0.964286,0.808036
2427873400-195687,0.491071,0.334821,0.982143,0.714286
2238571577-333443,0.191964,0.174107,0.830357,0.589286
2862693428-63078,0.281250,0.272321,0.843750,0.714286
2901936529-143288,0.125000,0.191964,0.620536,0.696429
2238420576-238080,0.232143,0.187500,0.781250,0.968750
2851420335-209725,0.120536,0.299107,0.785714,0.718750
2238472876-241134,0.299107,0.013393,0.821429,0.727679
2238516037-322977,0.116071,0.245536,0.879464,0.794643
2351007417-340147,0.285714,0.267857,0.660714,0.750000
2818079313-60042,0.196429,0.415179,0.767857,0.758929
2981239351-295046,0.160714,0.285714,0.995536,0.924107
2238449509-91308,0.040179,0.290179,0.892857,0.678571
2382320208-42643,0.022321,0.160714,0.651786,0.678571
2238518352-323344,0.187500,0.133929,0.754464,0.892857
2868475501-287916,0.227679,0.392857,0.803571,0.888393
2332528083-41996,0.187500,0.361607,0.924107,0.763393
2862701390-211824,0.200893,0.294643,0.892857,0.968750
2421822721-267548,0.401786,0.089286,0.964286,0.834821
2238476507-316838,0.330357,0.308036,0.888393,0.754464
2238578543-37249,0.142857,0.098214,0.714286,0.906250
2898632442-367011,0.236607,0.276786,0.750000,0.897321
2238580712-335568,0.178571,0.151786,0.888393,0.785714
2238437237-314128,0.200893,0.263393,0.750000,0.683036
2238502557-320753,0.116071,0.370536,0.593750,0.781250
2238560265-182103,0.053571,0.281250,0.959821,0.700893
2860300437-360213,0.111607,0.267857,0.803571,0.651786
2238467900-166523,0.214286,0.218750,0.754464,0.772321
2874316355-215039,0.223214,0.276786,0.825893,0.665179
2238361207-310984,0.174107,0.330357,0.491071,0.870536
2332528208-42034,0.312500,0.468750,0.781250,0.995536
2427875096-270029,0.178571,0.089286,0.758929,0.879464
2430664838-47985,0.303571,0.281250,0.669643,0.696429
2425495834-121097,0.303571,0.125000,0.714286,0.562500
2238149054-82033,0.044643,0.129464,0.700893,0.593750
2427873976-269833,0.191964,0.129464,0.995536,0.821429
2986399367-371173,0.044643,0.339286,0.727679,0.995536
2238575026-258894,0.098214,0.308036,0.736607,0.705357
2238592369-113861,0.071429,0.334821,0.888393,0.750000
2238565069-108967,0.160714,0.107143,0.857143,0.803571
2238575480-184997,0.241071,0.156250,0.718750,0.772321
2425493268-46268,0.205357,0.250000,0.892857,0.808036
2238559015-181838,0.120536,0.218750,0.647321,0.754464
2868485318-65566,0.339286,0.232143,0.745536,0.665179
2351007465-190793,0.205357,0.071429,0.870536,0.629464
2238365700-161854,0.156250,0.178571,0.696429,0.754464
2449443109-124587,0.035714,0.133929,0.709821,0.857143
2238428271-238402,0.169643,0.093750,0.901786,0.647321
2986448361-296627,0.200893,0.236607,0.794643,0.852679
2238551017-329473,0.285714,0.267857,0.638393,0.946429
2238538109-103743,0.160714,0.191964,0.892857,0.776786
2238564545-182886,0.419643,0.151786,0.808036,0.763393
2238520360-174359,0.160714,0.281250,0.642857,0.781250
2864914347-362394,0.375000,0.133929,0.995536,0.995536
2238591301-261909,0.156250,0.178571,0.883929,0.781250
2238217612-308480,0.147321,0.107143,0.696429,0.888393
2238576665-185292,0.415179,0.142857,0.709821,0.754464
2238382100-162450,0.035714,0.218750,0.651786,0.812500
2238527218-27296,0.129464,0.303571,0.683036,0.674107
2238506243-23908,0.138393,0.272321,0.915179,0.879464
2238178089-83145,0.223214,0.232143,0.821429,0.852679
2238469433-18213,0.571429,0.415179,0.870536,0.955357
2856931328-61884,0.330357,0.187500,0.683036,0.794643
2425494362-344168,0.169643,0.178571,0.924107,0.995536
2238496400-170422,0.236607,0.267857,0.875000,0.785714
2883271495-216344,0.156250,0.058036,0.553571,0.924107
2238236609-85489,0.098214,0.299107,0.669643,0.799107
2238470958-18386,0.339286,0.214286,0.674107,0.647321
2821598330-208844,0.116071,0.339286,0.651786,0.754464
2901949364-144243,0.089286,0.044643,0.803571,0.580357
2303159671-264112,0.107143,0.058036,0.629464,0.656250
2238149545-155961,0.160714,0.125000,0.705357,0.816964
2874314454-140639,0.316964,0.196429,0.616071,0.620536
2238562114-108375,0.160714,0.142857,0.647321,0.790179
2237962298-4754,0.334821,0.254464,0.790179,0.870536
2238143890-155517,0.044643,0.133929,0.575893,0.799107
2430667137-346339,0.151786,0.281250,0.879464,0.924107
2238271597-309009,0.241071,0.200893,0.803571,0.593750
2238163527-306031,0.254464,0.183036,0.678571,0.991071
2424124611-268405,0.022321,0.120536,0.825893,0.816964
2238577324-111451,0.196429,0.263393,0.821429,0.910714
2238330731-234250,0.379464,0.147321,0.794643,0.799107
2521519214-126797,0.267857,0.227679,0.647321,0.647321
2237936509-78034,0.607143,0.178571,0.799107,0.593750
2238513665-173329,0.477679,0.232143,0.821429,0.897321
2427874321-269905,0.236607,0.375000,0.843750,0.629464
2868475351-287895,0.254464,0.397321,0.508929,0.995536
2238558552-331083,0.241071,0.116071,0.736607,0.566964
2864900360-212075,0.370536,0.187500,0.928571,0.995536
2238353751-235374,0.142857,0.339286,0.625000,0.808036
2238068368-5692,0.232143,0.250000,0.745536,0.901786
2351007327-340126,0.107143,0.107143,0.745536,0.785714
2238557337-330802,0.227679,0.187500,0.727679,0.892857
2898619420-216597,0.156250,0.227679,0.861607,0.888393
2238495856-244295,0.191964,0.125000,0.852679,0.875000
2238570866-257937,0.383929,0.187500,0.964286,0.763393
2804914309-133179,0.191964,0.066964,0.946429,0.933036
2237930014-77871,0.151786,0.330357,0.973214,0.727679
2238422637-313414,0.281250,0.299107,0.500000,0.794643
2818068348-59851,0.209821,0.254464,0.790179,0.750000
2238492462-319245,0.200893,0.017857,0.915179,0.714286
2238566475-183212,0.245536,0.209821,0.941964,0.888393
2862694460-211536,0.160714,0.232143,0.879464,0.790179
2237908159-77140,0.187500,0.312500,0.812500,0.741071
2862694342-361120,0.290179,0.263393,0.843750,0.651786
2446758407-346758,0.053571,0.276786,0.892857,0.879464
2816365334-133705,0.160714,0.227679,0.933036,0.816964
2413148806-266254,0.089286,0.191964,0.651786,0.794643
2238481789-94086,0.133929,0.258929,0.848214,0.745536
2238514613-25288,0.089286,0.062500,0.897321,0.995536
2238553468-32276,0.285714,0.084821,0.834821,0.910714
2238499248-22751,0.156250,0.156250,0.816964,0.763393
2417206653-44246,0.334821,0.125000,0.968750,0.857143
2237911420-151034,0.116071,0.303571,0.964286,0.924107
2238177991-231222,0.138393,0.370536,0.683036,0.723214
2238570933-35556,0.299107,0.303571,0.638393,0.714286
2421822812-342728,0.334821,0.223214,0.991071,0.558036
2237960807-302256,0.174107,0.196429,0.718750,0.772321
2868469388-64537,0.075893,0.325893,0.875000,0.839286
2424124625-194368,0.071429,0.348214,0.790179,0.995536
2238509233-24429,0.468750,0.263393,0.968750,0.620536
2238539030-178162,0.111607,0.241071,0.803571,0.808036
2821604340-208948,0.187500,0.321429,0.897321,0.906250
2449442776-272602,0.160714,0.107143,0.821429,0.825893
2265771997-338115,0.312500,0.075893,0.924107,0.589286
2238051891-227944,0.035714,0.169643,0.700893,0.799107
2238508687-321752,0.107143,0.160714,0.901786,0.901786
2238182267-306699,0.366071,0.223214,0.830357,0.647321
2238532839-102511,0.160714,0.120536,0.709821,0.718750
2238566125-183175,0.366071,0.299107,0.825893,0.950893
2868481400-213579,0.267857,0.357143,0.683036,0.866071
2427872999-121535,0.187500,0.191964,0.879464,0.776786
2238558531-255597,0.151786,0.080357,0.995536,0.763393
2427873267-344947,0.299107,0.258929,0.825893,0.901786
2238211906-232837,0.089286,0.142857,0.540179,0.589286
2238420276-238055,0.089286,0.156250,0.879464,0.816964
2864910430-212558,0.370536,0.254464,0.687500,0.982143
2425492879-120577,0.214286,0.254464,0.754464,0.772321
2238561178-33786,0.089286,0.357143,0.812500,0.937500
2238583510-186815,0.285714,0.290179,0.656250,0.745536
2964225333-71431,0.281250,0.178571,0.839286,0.732143
2382319275-190986,0.049107,0.111607,0.861607,0.928571
2238357029-87327,0.339286,0.214286,0.991071,0.995536
2382325322-340735,0.196429,0.191964,0.830357,0.861607
2238580499-112142,0.093750,0.183036,0.977679,0.723214
2238212529-84714,0.053571,0.044643,0.790179,0.589286
2430667031-270986,0.102679,0.334821,0.861607,0.910714
2238472549-92830,0.218750,0.281250,0.736607,0.656250
2238435443-16286,0.089286,0.156250,0.799107,0.745536
2238553280-180684,0.196429,0.325893,0.651786,0.584821
2238556235-181203,0.254464,0.178571,0.732143,0.691964
2575122572-353951,0.232143,0.053571,0.750000,0.995536
2862689306-285914,0.142857,0.258929,0.785714,0.816964
2238522635-174649,0.441964,0.200893,0.875000,0.575893
2898635388-69094,0.258929,0.272321,0.750000,0.901786
2238555032-330278,0.187500,0.120536,0.647321,0.892857
2238529226-249780,0.267857,0.232143,0.754464,0.941964
2238193208-9703,0.142857,0.084821,0.821429,0.888393
2238432606-238579,0.357143,0.151786,0.718750,0.968750
2424124201-268352,0.232143,0.218750,0.982143,0.785714
2862693335-211468,0.343750,0.290179,0.736607,0.691964
2238556078-32713,0.156250,0.093750,0.995536,0.821429
2238578241-259609,0.236607,0.125000,0.991071,0.924107
2874312327-364515,0.232143,0.053571,0.982143,0.883929
2874317304-140775,0.142857,0.285714,0.910714,0.799107
2237973280-153505,0.250000,0.142857,0.736607,0.816964
2868473399-138744,0.232143,0.267857,0.732143,0.799107
2446758699-123489,0.468750,0.071429,0.928571,0.629464
2901934532-367337,0.178571,0.017857,0.955357,0.656250
2425493063-46222,0.285714,0.098214,0.866071,0.745536
2238559362-331271,0.227679,0.129464,0.540179,0.736607
2883255425-215303,0.147321,0.089286,0.977679,0.763393
2874308448-66345,0.035714,0.089286,0.776786,0.852679
2238191505-157867,0.165179,0.093750,0.852679,0.821429
2238329307-309412,0.375000,0.263393,0.745536,0.861607
2238575759-111049,0.098214,0.334821,0.785714,0.857143
2874318306-289849,0.120536,0.343750,0.620536,0.790179
2986400332-371187,0.071429,0.053571,0.723214,0.598214
2964218412-369256,0.049107,0.303571,0.991071,0.879464
2424125302-343696,0.214286,0.107143,0.941964,0.767857
2383042038-43104,0.089286,0.375000,0.709821,0.888393
2238214548-10566,0.125000,0.200893,0.825893,0.857143
2984624338-72741,0.258929,0.267857,0.875000,0.964286
2244194478-39916,0.401786,0.232143,0.625000,0.674107
2238584149-112996,0.151786,0.200893,0.808036,0.575893
2812999313-59357,0.196429,0.205357,0.803571,0.745536
2238557331-255312,0.142857,0.008929,0.776786,0.834821
2238354179-87174,0.125000,0.129464,0.892857,0.799107
2238490866-243637,0.160714,0.125000,0.785714,0.950893
2238508201-246344,0.325893,0.022321,0.642857,0.566964
2238459806-239952,0.093750,0.156250,0.776786,0.745536
2382319340-191000,0.267857,0.437500,0.687500,0.861607
2238482940-168431,0.178571,0.111607,0.937500,0.866071
2421823491-267684,0.321429,0.120536,0.754464,0.758929
2427873303-47177,0.165179,0.254464,0.754464,0.687500
2383042097-340843,0.218750,0.156250,0.750000,0.566964
2238383241-236636,0.066964,0.160714,0.883929,0.995536
2238511962-322339,0.084821,0.232143,0.794643,0.611607
2868479392-363194,0.312500,0.339286,0.776786,0.691964
2421821399-119078,0.066964,0.272321,0.785714,0.852679
2238579109-111824,0.058036,0.116071,0.803571,0.642857
2413148665-192163,0.071429,0.116071,0.857143,0.928571
2238559887-331368,0.044643,0.125000,0.901786,0.691964
2238551906-254286,0.325893,0.321429,0.767857,0.933036
2898621355-216663,0.107143,0.276786,0.750000,0.763393
2238376061-236335,0.267857,0.084821,0.656250,0.848214
2430666760-196929,0.107143,0.026786,0.821429,0.772321
2238571580-184070,0.191964,0.236607,0.754464,0.696429
2430664856-270442,0.343750,0.209821,0.812500,0.991071
2238433409-90350,0.098214,0.178571,0.705357,0.834821
2238332693-11911,0.415179,0.191964,0.745536,0.714286
2237916251-225435,0.156250,0.218750,0.857143,0.875000
2868481392-363309,0.147321,0.093750,0.995536,0.906250
2238168904-82862,0.093750,0.223214,0.861607,0.897321
2238554983-32506,0.187500,0.147321,0.678571,0.834821
2238413623-15476,0.258929,0.187500,0.607143,0.973214
2883271307-366101,0.111607,0.397321,0.781250,0.750000
2237963570-153102,0.196429,0.111607,0.767857,0.821429
2816363333-59547,0.196429,0.093750,0.709821,0.812500
2425492330-194552,0.308036,0.071429,0.696429,0.758929
2864909325-212489,0.160714,0.013393,0.830357,0.397321
2237964388-4903,0.303571,0.160714,0.696429,0.651786
2238560335-182129,0.107143,0.191964,0.544643,0.736607
2989720348-73817,0.191964,0.258929,0.866071,0.651786
2424121798-45335,0.031250,0.312500,0.513393,0.968750
2238230887-308823,0.227679,0.089286,0.736607,0.718750
2812988322-357114,0.339286,0.321429,0.683036,0.776786
2238472896-241135,0.196429,0.250000,0.825893,0.830357
2351006636-264838,0.254464,0.053571,0.745536,0.665179
2238590766-261862,0.084821,0.165179,0.964286,0.665179
2238580357-335487,0.455357,0.214286,0.723214,0.602679
2883255553-67079,0.303571,0.446429,0.799107,0.785714
2986445327-371424,0.174107,0.098214,0.995536,0.611607
2427872408-46970,0.084821,0.058036,0.767857,0.781250
2430664975-196495,0.321429,0.120536,0.933036,0.892857
2238574007-333999,0.330357,0.299107,0.946429,0.857143
2860310434-136622,0.419643,0.321429,0.816964,0.830357
2237961054-79091,0.227679,0.263393,0.937500,0.821429
2238560087-331407,0.174107,0.232143,0.709821,0.888393
2238481037-317438,0.191964,0.183036,0.848214,0.718750
2238346736-235044,0.089286,0.272321,0.968750,0.816964
2864912357-362285,0.290179,0.129464,0.638393,0.714286
2238383727-311913,0.058036,0.290179,0.821429,0.718750
2238524301-248833,0.303571,0.044643,0.982143,0.674107
2238381246-236516,0.187500,0.357143,0.709821,0.781250
2981232372-369741,0.191964,0.071429,0.696429,0.517857
2238153211-230353,0.098214,0.035714,0.991071,0.897321
2238373910-162109,0.102679,0.053571,0.982143,0.875000
2424125401-268508,0.303571,0.392857,0.910714,0.629464
2238526381-249213,0.325893,0.241071,0.709821,0.674107
2351006935-190689,0.370536,0.183036,0.705357,0.750000
2238569681-257720,0.276786,0.160714,0.973214,0.750000
2427875395-196085,0.366071,0.049107,0.892857,0.906250
2851435331-284641,0.035714,0.169643,0.785714,0.919643
2238246189-85522,0.138393,0.147321,0.888393,0.723214
2238211596-232828,0.392857,0.205357,0.683036,0.691964
2237958869-78953,0.196429,0.080357,0.875000,0.861607
2238402992-312738,0.174107,0.084821,0.821429,0.924107
2238572474-110252,0.299107,0.093750,0.651786,0.642857
2874312303-66539,0.294643,0.138393,0.651786,0.589286
2821586335-208609,0.160714,0.133929,0.709821,0.696429
2874311333-66497,0.285714,0.026786,0.879464,0.959821
2862700382-361387,0.406250,0.183036,0.754464,0.714286
2238125580-154661,0.138393,0.138393,0.727679,0.566964
2430666052-346079,0.191964,0.125000,0.821429,0.683036
2901940470-217882,0.093750,0.160714,0.535714,0.562500
2874304392-364052,0.258929,0.218750,0.750000,0.589286
2413147811-266037,0.218750,0.165179,0.986607,0.785714
2238515593-25420,0.165179,0.200893,0.696429,0.803571
2238554217-330125,0.339286,0.053571,0.763393,0.857143
2238558633-33256,0.165179,0.111607,0.732143,0.852679
2238559864-107877,0.098214,0.361607,0.834821,0.816964
