species,genus,family,mivs
Gonionotophis klingi,Gonionotophis,Lamprophiidae,0
Gonyosoma boulengeri,Gonyosoma,Colubridae,0
Gonyosoma frenatum,Gonyosoma,Colubridae,0
Gonyosoma jansenii,Gonyosoma,Colubridae,0
Gonyosoma margaritatum,Gonyosoma,Colubridae,0
Gonyosoma oxycephalum,Gonyosoma,Colubridae,0
Gonyosoma prasinum,Gonyosoma,Colubridae,0
Gracililima nyassae,Gracililima,Lamprophiidae,0
Grayia caesar,Grayia,Colubridae,0
Grayia ornata,Grayia,Colubridae,0
Grayia smithii,Grayia,Colubridae,0
Grayia tholloni,Grayia,Colubridae,0
Grypotyphlops acutus,Grypotyphlops,Typhlopidae,0
Gyalopion canum,Gyalopion,Colubridae,0
Gyalopion quadrangulare,Gyalopion,Colubridae,0
Gyiophis maculosa,Gyiophis,Homalopsidae,0
Gyiophis salweenensis,Gyiophis,Homalopsidae,0
Gyiophis vorisi,Gyiophis,Homalopsidae,0
Habrophallos collaris,Habrophallos,Leptotyphlopidae,0
Haitiophis anomalus,Haitiophis,Colubridae,0
Haldea striatula,Haldea,Colubridae,0
Hapsidophrys lineatus,Hapsidophrys,Colubridae,0
Hapsidophrys principis,Hapsidophrys,Colubridae,0
Hapsidophrys smaragdinus,Hapsidophrys,Colubridae,0
Hebius andreae,Hebius,Colubridae,0
Hebius annamensis,Hebius,Colubridae,0
Hebius arquus,Hebius,Colubridae,0
Hebius atemporale,Hebius,Colubridae,0
Hebius beddomei,Hebius,Colubridae,0
Hebius bitaeniatum,Hebius,Colubridae,0
Hebius boulengeri,Hebius,Colubridae,0
Hebius celebicum,Hebius,Colubridae,0
Hebius chapaensis,Hebius,Colubridae,0
Hebius clerki,Hebius,Colubridae,0
Hebius concelarum,Hebius,Colubridae,0
Hebius craspedogaster,Hebius,Colubridae,0
Hebius deschauenseei,Hebius,Colubridae,0
Hebius flavifrons,Hebius,Colubridae,0
Hebius frenatum,Hebius,Colubridae,0
Hebius groundwateri,Hebius,Colubridae,0
Hebius inas,Hebius,Colubridae,0
Hebius ishigakiense,Hebius,Colubridae,0
Hebius johannis,Hebius,Colubridae,0
Hebius kerinciense,Hebius,Colubridae,0
Hebius khasiense,Hebius,Colubridae,0
Hebius lacrima,Hebius,Colubridae,0
Hebius leucomystax,Hebius,Colubridae,0
Hebius metusium,Hebius,Colubridae,0
Hebius miyajimae,Hebius,Colubridae,0
Hebius modestum,Hebius,Colubridae,0
Hebius monticola,Hebius,Colubridae,0
Hebius nicobariense,Hebius,Colubridae,0
Hebius octolineatum,Hebius,Colubridae,0
Hebius optatum,Hebius,Colubridae,0
Hebius parallelum,Hebius,Colubridae,0
Hebius petersii,Hebius,Colubridae,0
Hebius popei,Hebius,Colubridae,0
Hebius pryeri,Hebius,Colubridae,0
Hebius sanguineum,Hebius,Colubridae,0
Hebius sangzhiensis,Hebius,Colubridae,0
Hebius sarasinorum,Hebius,Colubridae,0
Hebius sarawacense,Hebius,Colubridae,0
Hebius sauteri,Hebius,Colubridae,0
Hebius taronense,Hebius,Colubridae,0
Hebius venningi,Hebius,Colubridae,0
Hebius vibakari,Hebius,Colubridae,0
Hebius viperinum,Hebius,Colubridae,0
Hebius yanbianensis,Hebius,Colubridae,0
Helicops angulatus,Helicops,Colubridae,0
Helicops apiaka,Helicops,Colubridae,0
Helicops boitata,Helicops,Colubridae,0
Helicops carinicaudus,Helicops,Colubridae,0
Helicops danieli,Helicops,Colubridae,0
Helicops gomesi,Helicops,Colubridae,0
Helicops hagmanni,Helicops,Colubridae,0
Helicops infrataeniatus,Helicops,Colubridae,0
Helicops leopardinus,Helicops,Colubridae,0
Helicops modestus,Helicops,Colubridae,0
Helicops nentur,Helicops,Colubridae,0
Helicops pastazae,Helicops,Colubridae,0
Helicops petersi,Helicops,Colubridae,0
Helicops polylepis,Helicops,Colubridae,0
Helicops scalaris,Helicops,Colubridae,0
Helicops tapajonicus,Helicops,Colubridae,0
Helicops trivittatus,Helicops,Colubridae,0
Helicops yacu,Helicops,Colubridae,0
Helminthophis flavoterminatus,Helminthophis,Anomalepididae,0
Helminthophis frontalis,Helminthophis,Anomalepididae,0
Helminthophis praeocularis,Helminthophis,Anomalepididae,0
Helophis schoutedeni,Helophis,Colubridae,0
Hemachatus haemachatus,Hemachatus,Elapidae,1
Hemerophis socotrae,Hemerophis,Colubridae,0
Hemiaspis damelii,Hemiaspis,Elapidae,0
Hemiaspis signata,Hemiaspis,Elapidae,0
Hemibungarus calligaster,Hemibungarus,Elapidae,0
Hemibungarus gemianulis,Hemibungarus,Elapidae,0
Hemibungarus mcclungi,Hemibungarus,Elapidae,0
Hemirhagerrhis hildebrandtii,Hemirhagerrhis,Lamprophiidae,0
Hemirhagerrhis kelleri,Hemirhagerrhis,Lamprophiidae,0
Hemirhagerrhis nototaenia,Hemirhagerrhis,Lamprophiidae,0
Hemirhagerrhis viperina,Hemirhagerrhis,Lamprophiidae,0
Hemorrhois algirus,Hemorrhois,Colubridae,0
Hemorrhois hippocrepis,Hemorrhois,Colubridae,0
Hemorrhois nummifer,Hemorrhois,Colubridae,0
Hemorrhois ravergieri,Hemorrhois,Colubridae,0
Herpetoreas burbrinki,Herpetoreas,Colubridae,0
Herpetoreas pealii,Herpetoreas,Colubridae,0
Herpetoreas platyceps,Herpetoreas,Colubridae,0
Herpetoreas sieboldii,Herpetoreas,Colubridae,0
Herpetoreas xenura,Herpetoreas,Colubridae,0
Heterodon kennerlyi,Heterodon,Colubridae,0
Heterodon nasicus,Heterodon,Colubridae,0
Heterodon platirhinos,Heterodon,Colubridae,0
Heterodon simus,Heterodon,Colubridae,0
Heteroliodon fohy,Heteroliodon,Lamprophiidae,0
Heteroliodon lava,Heteroliodon,Lamprophiidae,0
Heteroliodon occipitalis,Heteroliodon,Lamprophiidae,0
Heurnia ventromaculata,Heurnia,Homalopsidae,0
Hierophis cypriensis,Hierophis,Colubridae,0
Hierophis gemonensis,Hierophis,Colubridae,0
Hierophis viridiflavus,Hierophis,Colubridae,0
Hologerrhum dermali,Hologerrhum,Lamprophiidae,0
Hologerrhum philippinum,Hologerrhum,Lamprophiidae,0
Homalophis doriae,Homalophis,Homalopsidae,0
Homalophis gyii,Homalophis,Homalopsidae,0
Homalopsis buccata,Homalopsis,Homalopsidae,0
Homalopsis hardwickii,Homalopsis,Homalopsidae,0
Homalopsis mereljcoxi,Homalopsis,Homalopsidae,0
Homalopsis nigroventralis,Homalopsis,Homalopsidae,0
Homalopsis semizonata,Homalopsis,Homalopsidae,0
Homoroselaps dorsalis,Homoroselaps,Lamprophiidae,0
Homoroselaps lacteus,Homoroselaps,Lamprophiidae,0
Hoplocephalus bitorquatus,Hoplocephalus,Elapidae,1
Hoplocephalus bungaroides,Hoplocephalus,Elapidae,1
Hoplocephalus stephensii,Hoplocephalus,Elapidae,1
Hormonotus modestus,Hormonotus,Lamprophiidae,0
Hydrablabes periops,Hydrablabes,Colubridae,0
Hydrablabes praefrontalis,Hydrablabes,Colubridae,0
Hydraethiops laevis,Hydraethiops,Colubridae,0
Hydraethiops melanogaster,Hydraethiops,Colubridae,0
Hydrelaps darwiniensis,Hydrelaps,Elapidae,0
Hydrodynastes bicinctus,Hydrodynastes,Colubridae,0
Hydrodynastes gigas,Hydrodynastes,Colubridae,0
Hydromorphus concolor,Hydromorphus,Colubridae,0
Hydromorphus dunni,Hydromorphus,Colubridae,0
Hydrophis annandalei,Hydrophis,Elapidae,0
Hydrophis anomalus,Hydrophis,Elapidae,0
Hydrophis atriceps,Hydrophis,Elapidae,0
Hydrophis belcheri,Hydrophis,Elapidae,0
Hydrophis bituberculatus,Hydrophis,Elapidae,0
Hydrophis brookii,Hydrophis,Elapidae,0
Hydrophis caerulescens,Hydrophis,Elapidae,0
Hydrophis cantoris,Hydrophis,Elapidae,0
Hydrophis coggeri,Hydrophis,Elapidae,0
Hydrophis curtus,Hydrophis,Elapidae,0
Hydrophis cyanocinctus,Hydrophis,Elapidae,0
Hydrophis czeblukovi,Hydrophis,Elapidae,0
Hydrophis donaldi,Hydrophis,Elapidae,0
Hydrophis elegans,Hydrophis,Elapidae,0
Hydrophis fasciatus,Hydrophis,Elapidae,0
Hydrophis gracilis,Hydrophis,Elapidae,0
Hydrophis hardwickii,Hydrophis,Elapidae,0
Hydrophis hendersoni,Hydrophis,Elapidae,0
Hydrophis inornatus,Hydrophis,Elapidae,0
Hydrophis jerdonii,Hydrophis,Elapidae,0
Hydrophis kingii,Hydrophis,Elapidae,0
Hydrophis klossi,Hydrophis,Elapidae,0
Hydrophis laboutei,Hydrophis,Elapidae,0
Hydrophis lamberti,Hydrophis,Elapidae,0
Hydrophis lapemoides,Hydrophis,Elapidae,0
Hydrophis macdowelli,Hydrophis,Elapidae,0
Hydrophis major,Hydrophis,Elapidae,0
Hydrophis mamillaris,Hydrophis,Elapidae,0
Hydrophis melanocephalus,Hydrophis,Elapidae,0
Hydrophis melanosoma,Hydrophis,Elapidae,0
Hydrophis nigrocinctus,Hydrophis,Elapidae,0
Hydrophis obscurus,Hydrophis,Elapidae,0
Hydrophis ocellatus,Hydrophis,Elapidae,0
Hydrophis ornatus,Hydrophis,Elapidae,0
Hydrophis pachycercos,Hydrophis,Elapidae,0
Hydrophis pacificus,Hydrophis,Elapidae,0
Hydrophis parviceps,Hydrophis,Elapidae,0
Hydrophis peronii,Hydrophis,Elapidae,0
Hydrophis platurus,Hydrophis,Elapidae,0
Hydrophis schistosus,Hydrophis,Elapidae,0
Hydrophis semperi,Hydrophis,Elapidae,0
Hydrophis sibauensis,Hydrophis,Elapidae,0
Hydrophis spiralis,Hydrophis,Elapidae,0
Hydrophis stokesii,Hydrophis,Elapidae,0
Hydrophis stricticollis,Hydrophis,Elapidae,0
Hydrophis torquatus,Hydrophis,Elapidae,0
Hydrophis viperinus,Hydrophis,Elapidae,0
Hydrophis vorisi,Hydrophis,Elapidae,0
Hydrophis zweifeli,Hydrophis,Elapidae,0
Hydrops caesurus,Hydrops,Colubridae,0
Hydrops martii,Hydrops,Colubridae,0
Hydrops triangularis,Hydrops,Colubridae,0
Hypnale hypnale,Hypnale,Viperidae,1
Hypnale nepa,Hypnale,Viperidae,1
Hypnale zara,Hypnale,Viperidae,1
Hypoptophis wilsonii,Hypoptophis,Lamprophiidae,0
Hypsiglena affinis,Hypsiglena,Colubridae,0
Hypsiglena catalinae,Hypsiglena,Colubridae,0
Hypsiglena chlorophaea,Hypsiglena,Colubridae,0
Hypsiglena jani,Hypsiglena,Colubridae,0
Hypsiglena ochrorhynchus,Hypsiglena,Colubridae,0
Hypsiglena slevini,Hypsiglena,Colubridae,0
Hypsiglena tanzeri,Hypsiglena,Colubridae,0
Hypsiglena torquata,Hypsiglena,Colubridae,0
Hypsiglena unaocularus,Hypsiglena,Colubridae,0
Hypsirhynchus ater,Hypsirhynchus,Colubridae,0
Hypsirhynchus callilaemus,Hypsirhynchus,Colubridae,0
Hypsirhynchus ferox,Hypsirhynchus,Colubridae,0
Hypsirhynchus funereus,Hypsirhynchus,Colubridae,0
Hypsirhynchus melanichnus,Hypsirhynchus,Colubridae,0
Hypsirhynchus parvifrons,Hypsirhynchus,Colubridae,0
Hypsirhynchus polylepis,Hypsirhynchus,Colubridae,0
Hypsirhynchus scalaris,Hypsirhynchus,Colubridae,0
Hypsiscopus matannensis,Hypsiscopus,Homalopsidae,0
Hypsiscopus plumbea,Hypsiscopus,Homalopsidae,0
Ialtris agyrtes,Ialtris,Colubridae,0
Ialtris dorsalis,Ialtris,Colubridae,0
Ialtris haetianus,Ialtris,Colubridae,0
Ialtris parishi,Ialtris,Colubridae,0
Iguanognathus werneri,Iguanognathus,Colubridae,0
Imantodes cenchoa,Imantodes,Colubridae,0
Imantodes chocoensis,Imantodes,Colubridae,0
Imantodes gemmistratus,Imantodes,Colubridae,0
Imantodes guane,Imantodes,Colubridae,0
Imantodes inornatus,Imantodes,Colubridae,0
Imantodes lentiferus,Imantodes,Colubridae,0
Imantodes phantasma,Imantodes,Colubridae,0
Imantodes tenuissimus,Imantodes,Colubridae,0
Indotyphlops ahsanai,Indotyphlops,Typhlopidae,0
Indotyphlops albiceps,Indotyphlops,Typhlopidae,0
Indotyphlops braminus,Indotyphlops,Typhlopidae,0
Indotyphlops exiguus,Indotyphlops,Typhlopidae,0
Indotyphlops filiformis,Indotyphlops,Typhlopidae,0
Indotyphlops fletcheri,Indotyphlops,Typhlopidae,0
Indotyphlops jerdoni,Indotyphlops,Typhlopidae,0
Indotyphlops lankaensis,Indotyphlops,Typhlopidae,0
Indotyphlops lazelli,Indotyphlops,Typhlopidae,0
Indotyphlops leucomelas,Indotyphlops,Typhlopidae,0
Indotyphlops longissimus,Indotyphlops,Typhlopidae,0
Indotyphlops loveridgei,Indotyphlops,Typhlopidae,0
Indotyphlops madgemintonae,Indotyphlops,Typhlopidae,0
Indotyphlops malcolmi,Indotyphlops,Typhlopidae,0
Indotyphlops meszoelyi,Indotyphlops,Typhlopidae,0
Indotyphlops mollyozakiae,Indotyphlops,Typhlopidae,0
Indotyphlops pammeces,Indotyphlops,Typhlopidae,0
Indotyphlops porrectus,Indotyphlops,Typhlopidae,0
Indotyphlops schmutzi,Indotyphlops,Typhlopidae,0
Indotyphlops tenebrarum,Indotyphlops,Typhlopidae,0
Indotyphlops tenuicollis,Indotyphlops,Typhlopidae,0
Indotyphlops veddae,Indotyphlops,Typhlopidae,0
Indotyphlops violaceus,Indotyphlops,Typhlopidae,0
Inyoka swazicus,Inyoka,Lamprophiidae,0
Isanophis boonsongi,Isanophis,Colubridae,0
Ithycyphus blanci,Ithycyphus,Lamprophiidae,0
Ithycyphus goudoti,Ithycyphus,Lamprophiidae,0
Ithycyphus miniatus,Ithycyphus,Lamprophiidae,0
Ithycyphus oursi,Ithycyphus,Lamprophiidae,0
Ithycyphus perineti,Ithycyphus,Lamprophiidae,0
Karnsophis siantaris,Karnsophis,Homalopsidae,0
Kladirostratus acutus,Kladirostratus,Lamprophiidae,0
Kladirostratus togoensis,Kladirostratus,Lamprophiidae,0
Kualatahan pahangensis,Kualatahan,Homalopsidae,0
Lachesis acrochorda,Lachesis,Viperidae,1
Lachesis melanocephala,Lachesis,Viperidae,1
Lachesis muta,Lachesis,Viperidae,1
Lachesis stenophrys,Lachesis,Viperidae,1
Lampropeltis abnorma,Lampropeltis,Colubridae,0
Lampropeltis alterna,Lampropeltis,Colubridae,0
Lampropeltis annulata,Lampropeltis,Colubridae,0
Lampropeltis californiae,Lampropeltis,Colubridae,0
Lampropeltis calligaster,Lampropeltis,Colubridae,0
Lampropeltis catalinensis,Lampropeltis,Colubridae,0
Lampropeltis elapsoides,Lampropeltis,Colubridae,0
Lampropeltis extenuata,Lampropeltis,Colubridae,0
Lampropeltis gentilis,Lampropeltis,Colubridae,0
Lampropeltis getula,Lampropeltis,Colubridae,0
Lampropeltis greeri,Lampropeltis,Colubridae,0
Lampropeltis holbrooki,Lampropeltis,Colubridae,0
Lampropeltis knoblochi,Lampropeltis,Colubridae,0
Lampropeltis leonis,Lampropeltis,Colubridae,0
Lampropeltis mexicana,Lampropeltis,Colubridae,0
Lampropeltis micropholis,Lampropeltis,Colubridae,0
Lampropeltis nigra,Lampropeltis,Colubridae,0
Lampropeltis polyzona,Lampropeltis,Colubridae,0
Lampropeltis pyromelana,Lampropeltis,Colubridae,0
Lampropeltis ruthveni,Lampropeltis,Colubridae,0
Lampropeltis splendida,Lampropeltis,Colubridae,0
Lampropeltis triangulum,Lampropeltis,Colubridae,0
Lampropeltis webbi,Lampropeltis,Colubridae,0
Lampropeltis zonata,Lampropeltis,Colubridae,0
Lamprophis abyssinicus,Lamprophis,Lamprophiidae,0
Lamprophis aurora,Lamprophis,Lamprophiidae,0
Lamprophis erlangeri,Lamprophis,Lamprophiidae,0
Lamprophis fiskii,Lamprophis,Lamprophiidae,0
Lamprophis fuscus,Lamprophis,Lamprophiidae,0
Lamprophis geometricus,Lamprophis,Lamprophiidae,0
Lamprophis guttatus,Lamprophis,Lamprophiidae,0
Langaha alluaudi,Langaha,Lamprophiidae,0
Langaha madagascariensis,Langaha,Lamprophiidae,0
Langaha pseudoalluaudi,Langaha,Lamprophiidae,0
Laticauda colubrina,Laticauda,Elapidae,0
Laticauda crockeri,Laticauda,Elapidae,0
Laticauda frontalis,Laticauda,Elapidae,0
Laticauda guineai,Laticauda,Elapidae,0
Laticauda laticaudata,Laticauda,Elapidae,0
Laticauda saintgironsi,Laticauda,Elapidae,0
Laticauda schistorhyncha,Laticauda,Elapidae,0
Laticauda semifasciata,Laticauda,Elapidae,0
Leioheterodon geayi,Leioheterodon,Lamprophiidae,0
Leioheterodon madagascariensis,Leioheterodon,Lamprophiidae,0
Leioheterodon modestus,Leioheterodon,Lamprophiidae,0
Leiopython albertisii,Leiopython,Pythonidae,0
Leiopython fredparkeri,Leiopython,Pythonidae,0
Leptodeira annulata,Leptodeira,Colubridae,0
Leptodeira ashmeadii,Leptodeira,Colubridae,0
Leptodeira bakeri,Leptodeira,Colubridae,0
Leptodeira frenata,Leptodeira,Colubridae,0
Leptodeira maculata,Leptodeira,Colubridae,0
Leptodeira nigrofasciata,Leptodeira,Colubridae,0
Leptodeira polysticta,Leptodeira,Colubridae,0
Leptodeira punctata,Leptodeira,Colubridae,0
Leptodeira rhombifera,Leptodeira,Colubridae,0
Leptodeira rubricata,Leptodeira,Colubridae,0
Leptodeira septentrionalis,Leptodeira,Colubridae,0
Leptodeira splendida,Leptodeira,Colubridae,0
Leptodeira uribei,Leptodeira,Colubridae,0
Leptodrymus pulcherrimus,Leptodrymus,Colubridae,0
Leptophis ahaetulla,Leptophis,Colubridae,0
Leptophis coeruleodorsus,Leptophis,Colubridae,0
Leptophis cupreus,Leptophis,Colubridae,0
Leptophis depressirostris,Leptophis,Colubridae,0
Leptophis diplotropis,Leptophis,Colubridae,0
Leptophis haileyi,Leptophis,Colubridae,0
Leptophis mexicanus,Leptophis,Colubridae,0
Leptophis modestus,Leptophis,Colubridae,0
Leptophis nebulosus,Leptophis,Colubridae,0
Leptophis riveti,Leptophis,Colubridae,0
Leptophis stimsoni,Leptophis,Colubridae,0
Leptotyphlops aethiopicus,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops conjunctus,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops distanti,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops emini,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops howelli,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops incognitus,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops jacobseni,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops kafubi,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops keniensis,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops latirostris,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops macrops,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops mbanjensis,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops merkeri,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops nigricans,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops nigroterminus,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops pembae,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops pitmani,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops pungwensis,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops scutifrons,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops sylvicolus,Leptotyphlops,Leptotyphlopidae,0
Leptotyphlops telloi,Leptotyphlops,Leptotyphlopidae,0
Letheobia acutirostrata,Letheobia,Typhlopidae,0
Letheobia akagerae,Letheobia,Typhlopidae,0
Letheobia angeli,Letheobia,Typhlopidae,0
Letheobia caeca,Letheobia,Typhlopidae,0
Letheobia coecatus,Letheobia,Typhlopidae,0
Letheobia crossii,Letheobia,Typhlopidae,0
Letheobia debilis,Letheobia,Typhlopidae,0
Letheobia decorosus,Letheobia,Typhlopidae,0
Letheobia episcopus,Letheobia,Typhlopidae,0
Letheobia erythraea,Letheobia,Typhlopidae,0
Letheobia feae,Letheobia,Typhlopidae,0
Letheobia gracilis,Letheobia,Typhlopidae,0
Letheobia graueri,Letheobia,Typhlopidae,0
Letheobia jubana,Letheobia,Typhlopidae,0
Letheobia kibarae,Letheobia,Typhlopidae,0
Letheobia largeni,Letheobia,Typhlopidae,0
Letheobia leucosticta,Letheobia,Typhlopidae,0
Letheobia logonensis,Letheobia,Typhlopidae,0
Letheobia lumbriciformis,Letheobia,Typhlopidae,0
Letheobia manni,Letheobia,Typhlopidae,0
Letheobia mbeerensis,Letheobia,Typhlopidae,0
Letheobia newtoni,Letheobia,Typhlopidae,0
Letheobia pallida,Letheobia,Typhlopidae,0
Letheobia pauwelsi,Letheobia,Typhlopidae,0
Letheobia pembana,Letheobia,Typhlopidae,0
Letheobia praeocularis,Letheobia,Typhlopidae,0
Letheobia rufescens,Letheobia,Typhlopidae,0
Letheobia simoni,Letheobia,Typhlopidae,0
Letheobia somalica,Letheobia,Typhlopidae,0
Letheobia stejnegeri,Letheobia,Typhlopidae,0
Letheobia sudanensis,Letheobia,Typhlopidae,0
Letheobia swahilica,Letheobia,Typhlopidae,0
Letheobia toritensis,Letheobia,Typhlopidae,0
Letheobia uluguruensis,Letheobia,Typhlopidae,0
Letheobia weidholzi,Letheobia,Typhlopidae,0
Letheobia wittei,Letheobia,Typhlopidae,0
Letheobia zenkeri,Letheobia,Typhlopidae,0
Liasis fuscus,Liasis,Pythonidae,0
Liasis mackloti,Liasis,Pythonidae,0
Liasis olivaceus,Liasis,Pythonidae,0
Lichanura orcutti,Lichanura,Boidae,0
Lichanura trivirgata,Lichanura,Boidae,0
Limaformosa capensis,Limaformosa,Lamprophiidae,0
Limaformosa chanleri,Limaformosa,Lamprophiidae,0
Limaformosa crossi,Limaformosa,Lamprophiidae,0
Limaformosa guirali,Limaformosa,Lamprophiidae,0
Limaformosa savorgnani,Limaformosa,Lamprophiidae,0
Limaformosa vernayi,Limaformosa,Lamprophiidae,0
Limnophis bangweolicus,Limnophis,Colubridae,0
Limnophis bicolor,Limnophis,Colubridae,0
Limnophis branchi,Limnophis,Colubridae,0
Liodytes alleni,Liodytes,Colubridae,0
Liodytes pygaea,Liodytes,Colubridae,0
Liodytes rigida,Liodytes,Colubridae,0
Lioheterophis iheringi,Lioheterophis,Colubridae,0
Liopeltis calamaria,Liopeltis,Colubridae,0
Liopeltis frenata,Liopeltis,Colubridae,0
Liopeltis pallidonuchalis,Liopeltis,Colubridae,0
Liopeltis philippina,Liopeltis,Colubridae,0
Liopeltis rappi,Liopeltis,Colubridae,0
Liopeltis stoliczkae,Liopeltis,Colubridae,0
Liopeltis tiomanica,Liopeltis,Colubridae,0
Liopeltis tricolor,Liopeltis,Colubridae,0
Liophidium apperti,Liophidium,Lamprophiidae,0
Liophidium chabaudi,Liophidium,Lamprophiidae,0
Liophidium maintikibo,Liophidium,Lamprophiidae,0
Liophidium mayottensis,Liophidium,Lamprophiidae,0
Liophidium pattoni,Liophidium,Lamprophiidae,0
Liophidium rhodogaster,Liophidium,Lamprophiidae,0
Liophidium therezieni,Liophidium,Lamprophiidae,0
Liophidium torquatum,Liophidium,Lamprophiidae,0
Liophidium trilineatum,Liophidium,Lamprophiidae,0
Liophidium vaillanti,Liophidium,Lamprophiidae,0
Liopholidophis baderi,Liopholidophis,Lamprophiidae,0
Liopholidophis dimorphus,Liopholidophis,Lamprophiidae,0
Liopholidophis dolicocercus,Liopholidophis,Lamprophiidae,0
Liopholidophis grandidieri,Liopholidophis,Lamprophiidae,0
Liopholidophis oligolepis,Liopholidophis,Lamprophiidae,0
Liopholidophis rhadinaea,Liopholidophis,Lamprophiidae,0
Liopholidophis sexlineatus,Liopholidophis,Lamprophiidae,0
Liopholidophis varius,Liopholidophis,Lamprophiidae,0
Liotyphlops albirostris,Liotyphlops,Anomalepididae,0
Liotyphlops anops,Liotyphlops,Anomalepididae,0
Liotyphlops argaleus,Liotyphlops,Anomalepididae,0
Liotyphlops beui,Liotyphlops,Anomalepididae,0
Liotyphlops caissara,Liotyphlops,Anomalepididae,0
Liotyphlops haadi,Liotyphlops,Anomalepididae,0
Liotyphlops schubarti,Liotyphlops,Anomalepididae,0
Liotyphlops sousai,Liotyphlops,Anomalepididae,0
Liotyphlops taylori,Liotyphlops,Anomalepididae,0
Liotyphlops ternetzii,Liotyphlops,Anomalepididae,0
Liotyphlops trefauti,Liotyphlops,Anomalepididae,0
Liotyphlops wilderi,Liotyphlops,Anomalepididae,0
Loveridgelaps elapoides,Loveridgelaps,Elapidae,0
Loxocemus bicolor,Loxocemus,Loxocemidae,0
Lycodon albofuscus,Lycodon,Colubridae,0
Lycodon alcalai,Lycodon,Colubridae,0
Lycodon anamallensis,Lycodon,Colubridae,0
Lycodon aulicus,Lycodon,Colubridae,0
Lycodon banksi,Lycodon,Colubridae,0
Lycodon bibonius,Lycodon,Colubridae,0
Lycodon butleri,Lycodon,Colubridae,0
Lycodon capucinus,Lycodon,Colubridae,0
Lycodon cardamomensis,Lycodon,Colubridae,0
Lycodon carinatus,Lycodon,Colubridae,0
Lycodon cathaya,Lycodon,Colubridae,0
Lycodon cavernicolus,Lycodon,Colubridae,0
Lycodon chithrasekarai,Lycodon,Colubridae,0
Lycodon chrysoprateros,Lycodon,Colubridae,0
Lycodon davidi,Lycodon,Colubridae,0
Lycodon davisonii,Lycodon,Colubridae,0
Lycodon deccanensis,Lycodon,Colubridae,0
Lycodon dumerilii,Lycodon,Colubridae,0
Lycodon effraenis,Lycodon,Colubridae,0
Lycodon fasciatus,Lycodon,Colubridae,0
Lycodon fausti,Lycodon,Colubridae,0
Lycodon ferroni,Lycodon,Colubridae,0
Lycodon flavicollis,Lycodon,Colubridae,0
Lycodon flavomaculatus,Lycodon,Colubridae,0
Lycodon flavozonatus,Lycodon,Colubridae,0
Lycodon futsingensis,Lycodon,Colubridae,0
Lycodon gammiei,Lycodon,Colubridae,0
Lycodon gibsonae,Lycodon,Colubridae,0
Lycodon gongshan,Lycodon,Colubridae,0
Lycodon gracilis,Lycodon,Colubridae,0
Lycodon hypsirhinoides,Lycodon,Colubridae,0
Lycodon jara,Lycodon,Colubridae,0
Lycodon kundui,Lycodon,Colubridae,0
Lycodon laoensis,Lycodon,Colubridae,0
Lycodon liuchengchaoi,Lycodon,Colubridae,0
Lycodon mackinnoni,Lycodon,Colubridae,0
Lycodon meridionalis,Lycodon,Colubridae,0
Lycodon muelleri,Lycodon,Colubridae,0
Lycodon multifasciatus,Lycodon,Colubridae,0
Lycodon multizonatus,Lycodon,Colubridae,0
Lycodon namdongensis,Lycodon,Colubridae,0
Lycodon nympha,Lycodon,Colubridae,0
Lycodon ophiophagus,Lycodon,Colubridae,0
Lycodon orientalis,Lycodon,Colubridae,0
Lycodon paucifasciatus,Lycodon,Colubridae,0
Lycodon philippinus,Lycodon,Colubridae,0
Lycodon pictus,Lycodon,Colubridae,0
Lycodon rosozonatus,Lycodon,Colubridae,0
Lycodon rufozonatus,Lycodon,Colubridae,0
Lycodon ruhstrati,Lycodon,Colubridae,0
Lycodon sealei,Lycodon,Colubridae,0
Lycodon semicarinatus,Lycodon,Colubridae,0
Lycodon septentrionalis,Lycodon,Colubridae,0
Lycodon sidiki,Lycodon,Colubridae,0
Lycodon solivagus,Lycodon,Colubridae,0
Lycodon stormi,Lycodon,Colubridae,0
Lycodon striatus,Lycodon,Colubridae,0
Lycodon subannulatus,Lycodon,Colubridae,0
Lycodon subcinctus,Lycodon,Colubridae,0
Lycodon synaptor,Lycodon,Colubridae,0
Lycodon tessellatus,Lycodon,Colubridae,0
